TITLE = "SU2 Simulation"
VARIABLES = "Iteration","Sens_Geo","Sens_Mach","Sens_AoA","Sens_Press","Sens_Temp","Sens_AoS","Res_AdjFlow[0]","Res_AdjFlow[1]","Res_AdjFlow[2]","Res_AdjFlow[3]","Res_AdjFlow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.29957669e+01, -1.57107541e+01, -1.63366042e+01, -1.68009927e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
           1, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.09988457e+01, -1.37183594e+01, -1.43719711e+01, -1.62219030e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
           2, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.10615314e+01, -1.39649975e+01, -1.48310411e+01, -1.63855664e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
           3, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.11345716e+01, -1.40360298e+01, -1.47324966e+01, -1.65308984e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
           4, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.11993445e+01, -1.40823911e+01, -1.49004139e+01, -1.66233758e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
           5, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.12548451e+01, -1.41234722e+01, -1.50696281e+01, -1.66714974e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
           6, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.13048446e+01, -1.41540445e+01, -1.51710538e+01, -1.67019685e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
           7, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.13527703e+01, -1.41845961e+01, -1.52502281e+01, -1.67313036e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
           8, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.14002857e+01, -1.42260210e+01, -1.53214777e+01, -1.67629887e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
           9, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.14479683e+01, -1.42867901e+01, -1.53889639e+01, -1.67946835e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
          10, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.14962687e+01, -1.43732483e+01, -1.54485569e+01, -1.68242518e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
          11, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.15460104e+01, -1.44816661e+01, -1.54825215e+01, -1.68526643e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
          12, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.0, -1.15983288e+01, -1.45687756e+01, -1.54818898e+01, -1.68834208e+01, 0.0, 5.0000000000, 10.0000000000, 60.0000000000
